SK_ID_CURR,카드한도소진율,AMT_RECEIVABLE_PRINCIPAL,SK_DPD,소액연체_비율
100346,0.0,0.0,0,0.0
100347,0.060176625,619899.435,0,0.0
100350,0.8122670936329588,4641835.14,2,0.0
100351,0.0,0.0,0,0.0
100362,0.0,0.0,0,0.0
100364,0.36374779230769233,971809.5599999999,0,0.0
100368,0.0,0.0,0,0.0
100369,0.17568736333333332,2313196.4699999997,0,0.0
100371,0.0,0.0,0,0.0
100378,0.548451962962963,426833.95499999996,0,0.0
100379,0.848595,1199329.2449999999,0,0.0
100386,0.0280675,58465.395,0,0.0
100387,0.6042698,1327422.24,0,0.0
100393,0.0,0.0,0,0.0
100394,0.0,0.0,0,0.0
100395,0.08172693402777777,1009400.04,1,0.0
100397,0.19469218333333335,2029486.41,1,0.0
100403,0.28944698529411766,1731947.31,0,0.0
100406,0.3675171380952381,1173592.305,28,1.0
100409,1.0350078181818183,976530.285,0,0.0
100410,0.6460897842105263,10667876.895,1,0.0
100414,0.5653121341463415,1995265.305,3,0.0
100416,0.13647895604395605,1060224.75,2,0.0
100417,0.5873426689560439,4661051.31,0,0.0
100418,0.9934878333333333,2562524.46,30,0.23333333333333334
100422,0.015386363636363637,45697.5,0,0.0
100426,0.1001181423611111,1229257.53,0,0.0
100429,0.4274031875,579167.505,0,0.0
100436,0.0009970833333333333,5738.4,0,0.0
100437,0.0,0.0,0,0.0
100441,0.3370513333333333,177686.235,0,0.0
100442,0.0,0.0,0,0.0
100445,0.33655925313693397,1762537.455,0,0.0
100451,0.0,0.0,0,0.0
100452,0.45906325301204814,1622214.675,7,0.14285714285714285
100453,0.566132325,5859604.8,14,0.0
100461,0.7066621891891892,6197888.25,0,0.0
100464,0.0,0.0,0,0.0
100465,0.24883547777777779,1957589.235,0,0.0
100468,0.21162786071428571,2590467.165,0,0.0
100478,0.053848669230769225,76153.5,0,0.0
100482,0.29728170833333334,450480.915,0,0.0
100487,0.8805060298507463,5049871.74,0,0.0
100491,1.027557088888889,3962008.44,28,0.0
100493,0.6059986041666666,9983777.58,2,0.0
100502,0.0,0.0,0,0.0
100504,0.7151148100358423,4251820.995,14,0.0
100505,0.7631471197916667,14214769.785,20,0.05
100513,0.10064978787878788,293195.20499999996,0,0.0
100514,0.0,0.0,0,0.0
100515,0.13241995833333334,824920.92,1,0.0
100517,0.006823972727272727,67060.89,0,0.0
100519,0.11628495454545455,1064196.225,0,0.0
100523,0.09301579649122808,571929.66,3,0.6666666666666666
100524,0.0,0.0,0,0.0
100526,0.03915837037037037,45000.0,0,0.0
100528,0.6297906111111111,992923.02,0,0.0
100530,0.0,0.0,0,0.0
100531,0.8226089999999999,214277.49,0,0.0
100532,0.9609332857142857,295802.73,0,0.0
100534,0.0,0.0,0,0.0
100536,0.0,0.0,0,0.0
100537,0.29714693333333336,6141278.43,0,0.0
100542,0.46884171333333335,6109671.555,7,1.0
100550,0.3776503452380952,2738806.605,0,0.0
100551,0.5269203956043956,1266381.585,0,0.0
100554,0.07922936111111112,128351.565,0,0.0
100555,0.52750845,2772708.57,5,1.0
100556,0.4897192564102564,1624252.815,1,0.0
100561,0.9151099585569986,10189906.155,0,0.0
100563,0.0,0.0,0,0.0
100566,0.0,0.0,0,0.0
100572,0.4143032222222222,2530485.54,0,0.0
100577,0.05751734285714286,90000.0,0,0.0
100581,0.001318420588235294,19494.855,0,0.0
100586,0.07473271388888889,424412.685,0,0.0
100587,0.0,0.0,0,0.0
100591,0.5329593584676193,1376495.82,19,1.0
100594,0.0,0.0,0,0.0
100597,0.5103835729166667,453853.43999999994,0,0.0
100601,0.2548781041666667,1025550.0,0,0.0
100606,0.15135106837606838,761001.165,0,0.0
100609,0.701600125490196,3810052.305,0,0.0
100611,0.94149835,7331619.915,0,0.0
100612,0.5181582222222222,4489611.39,0,0.0
100621,0.18750010666666664,1871529.435,0,0.0
100622,0.0,0.0,0,0.0
100623,0.16336847555555553,3240296.775,0,0.0
100629,0.0,0.0,0,0.0
100635,0.17277803529411764,618669.675,0,0.0
100638,0.0,0.0,0,0.0
100639,0.0,0.0,0,0.0
100647,0.0,0.0,0,0.0
100651,0.0,0.0,0,0.0
100653,1.0317310082644628,2717846.19,0,0.0
100658,0.9632527380952381,1781746.2,0,0.0
100662,0.0,0.0,0,0.0
100663,0.19182836250000002,2007416.025,0,0.0
100681,0.4968628136363637,4725974.79,2,0.0
100684,0.31913063333333336,416040.075,0,0.0
100685,0.8821882122448979,12335161.59,0,0.0
100688,0.6034309166666666,955498.95,0,0.0
100695,0.0,0.0,0,0.0
100697,0.09633361968085107,1568725.515,1,0.0
100698,0.0,0.0,0,0.0
100704,0.0,0.0,0,0.0
100705,0.5550359083333334,2082765.78,0,0.0
100709,0.003528,2381.4,0,0.0
100712,0.0,0.0,0,0.0
100722,0.04797970075757576,538460.865,2,0.0
100727,0.0,0.0,0,0.0
100728,0.7061374294117647,4528960.695,0,0.0
100736,0.14317819277108432,1269244.71,1,0.0
100741,0.0,0.0,0,0.0
100743,0.0,0.0,0,0.0
100749,0.025222511627906976,89598.06,0,0.0
100752,0.24868785714285715,716721.8400000001,0,0.0
100753,0.6736407368421053,1928502.18,0,0.0
100754,0.10196276739130435,1996119.855,0,0.0
100756,0.0,0.0,0,0.0
100759,0.44392915570934255,5571512.1450000005,0,0.0
100763,0.0,0.0,0,0.0
100765,0.0,0.0,0,0.0
100768,0.8647678378378378,6358436.82,8,0.0
100774,0.7858731375,10839095.325,72,1.0
100786,0.9744241172413792,6086506.95,0,0.0
100791,0.13519065934065935,783945.675,0,0.0
100796,0.7574899831196581,13506503.04,0,0.0
100797,0.8604621583333334,4533214.635,0,0.0
100800,0.014125272727272726,11250.0,0,0.0
100802,0.6689255087719298,8271256.725,1,0.0
100804,0.7768419583333334,560074.23,0,0.0
100806,0.45079815294117653,4913635.815,0,0.0
100813,0.0,0.0,0,0.0
100814,0.02158414084507042,94586.13,0,0.0
100815,0.0,0.0,0,0.0
100816,0.9261295736842104,792446.3099999999,0,0.0
100819,0.8742987012987012,1446769.26,0,0.0
100830,0.2729112380952381,727525.44,0,0.0
100833,0.3976772235294117,2159690.265,1,0.0
100834,0.96782308125,6619328.055,0,0.0
100839,0.998315962962963,1173517.6500000001,0,0.0
100842,0.6174861555357143,9034526.655,0,0.0
100846,0.0,0.0,0,0.0
100853,0.05282017647058824,231768.225,33,1.0
100854,0.3207707666666667,401437.62,0,0.0
100859,0.8111110833333334,11601942.84,0,0.0
100861,0.00152746875,10997.775,0,0.0
100865,0.19240936507936507,970766.5499999999,5211,0.9998080982536941
100870,0.8063943159722222,9646864.425,2,0.0
100873,0.0,0.0,0,0.0
100876,0.0955609,1732260.24,0,0.0
100877,0.42501954166666667,254415.91499999998,0,0.0
100880,0.16706145787545787,974124.0,4,0.25
100882,0.9135331555555557,898679.25,0,0.0
100893,0.0,0.0,0,0.0
100900,0.48997859473684213,4014922.275,10,0.0
100902,0.08750627916666666,905365.35,2,0.0
100906,0.6428293157894737,10550986.2,4,0.0
100912,0.4450218888888889,5513989.275,0,0.0
100913,0.5275648697916667,8784862.425,1,0.0
100914,0.0,0.0,0,0.0
100917,0.30196616554054057,3839939.1,1,0.0
100919,0.5485932,477770.22,0,0.0
100920,0.5269427777777778,3259281.465,5,0.0
100923,0.7945614304993253,12984899.445,0,0.0
100924,0.635722852173913,3201262.965,0,0.0
100926,0.06155814611872146,553668.075,53894,1.0
100929,0.8690106035714286,10387195.47,0,0.0
100930,0.0,0.0,0,0.0
100935,0.5939526074074074,4085800.02,0,0.0
100938,0.0,0.0,0,0.0
100939,0.0,0.0,0,0.0
100940,0.0,0.0,0,0.0
100941,0.8048414518518519,2262864.645,0,0.0
100942,0.7521886042328042,12935482.785,16,0.0
100948,0.16347044531250002,2722594.41,4,0.0
100957,0.17362927272727272,497611.89,0,0.0
100960,0.6729154999999999,180777.465,0,0.0
100961,0.0,0.0,0,0.0
100963,0.0,0.0,0,0.0
100964,0.0,0.0,0,0.0
100967,0.8366866539473684,13074813.045,0,0.0
100968,0.0,0.0,0,0.0
100973,0.0,0.0,0,0.0
100976,0.31575104444444446,1870207.92,0,0.0
100983,0.8161669210526316,1884370.32,0,0.0
100984,0.07849213392857143,1924059.555,0,0.0
100985,0.0,0.0,0,0.0
100989,0.9370301666666667,156375.0,0,0.0
100991,0.0,0.0,0,0.0
100993,0.4977535473251029,2586459.105,3,0.0
101003,0.8911306027027027,14205728.07,0,0.0
101004,0.0,0.0,0,0.0
101006,0.44316158333333333,5463629.19,3,0.0
101013,0.6696723571428571,2026544.355,0,0.0
101014,0.0,0.0,0,0.0
101018,0.1991933828125,3330036.09,1,0.0
101019,0.18326308391608392,2262914.775,0,0.0
101020,0.009912380952380952,17106.074999999997,8,1.0
101022,0.6618478422619047,9590655.195,1,0.0
101023,0.8762702613636364,13232353.275,5,0.0
101024,0.0,0.0,0,0.0
101026,0.03584897368421053,350052.70499999996,0,0.0
101028,0.04829119014084507,293952.555,0,0.0
101032,0.33828693827160494,2435752.08,14,1.0
101034,0.0,0.0,0,0.0
101036,0.5873540952380952,5315189.175,0,0.0
101037,0.35089297460317465,3472268.4,0,0.0
101043,0.04474566666666666,45000.0,0,0.0
101048,0.42739344636363635,1978089.075,0,0.0
101050,0.0,0.0,0,0.0
101051,0.3037690941176471,4514880.51,0,0.0
101054,0.49544757031250003,8176930.92,6,0.0
101057,0.0,0.0,0,0.0
101059,0.2038115,3265761.915,1,0.0
101069,0.0,0.0,0,0.0
101072,0.0,0.0,0,0.0
101074,0.41712247916666667,1895615.73,0,0.0
101077,0.8509419375,1164814.47,0,0.0
101081,0.0,0.0,0,0.0
101085,0.0,0.0,0,0.0
101088,0.15351243670886075,2107636.11,0,0.0
101089,0.30497746794871794,2085797.025,7,1.0
101090,0.3163466336105336,3481027.155,0,0.0
101093,0.0,0.0,0,0.0
101097,0.8700596296296297,2570407.29,0,0.0
101103,0.0,0.0,0,0.0
101104,0.1225411948051948,808033.86,0,0.0
101105,0.4690799375,292077.54,0,0.0
101111,0.003712452531645569,44900.505000000005,1,0.0
101116,0.0,0.0,0,0.0
101119,0.026244562801932363,479418.39,0,0.0
101122,0.0,0.0,0,0.0
101127,0.052962027149321265,506474.01,0,0.0
101129,0.010821666666666665,61924.365000000005,1,0.0
101134,0.5834501314102564,7809799.23,5,0.0
101136,0.0,0.0,0,0.0
101137,0.0,0.0,0,0.0
101138,0.02961145569620253,192881.97,0,0.0
101140,0.0,0.0,0,0.0
101141,0.18387792447916665,3045579.21,0,0.0
101147,0.9698779537037038,9143203.86,0,0.0
101152,0.0,0.0,0,0.0
101156,0.0,0.0,0,0.0
101168,0.045301575757575756,128250.0,18,1.0
101169,0.2121173517045455,1926691.0650000002,0,0.0
101170,0.0,0.0,0,0.0
101175,0.06743821428571428,623428.515,0,0.0
101177,0.8460531160714285,4156086.42,0,0.0
101179,0.0,0.0,0,0.0
101181,0.0,0.0,0,0.0
101185,0.05062087152777778,628676.01,0,0.0
101187,0.5921196349206349,4788182.61,4,0.0
101190,0.04903622471910112,564319.89,0,0.0
101192,0.0,0.0,0,0.0
101196,0.0,0.0,0,0.0
101198,0.0,0.0,0,0.0
101200,0.24075711304347824,2434723.02,0,0.0
101202,0.0,0.0,0,0.0
101205,0.13031157142857144,92024.41500000001,0,0.0
101207,0.01948573103448276,233301.285,0,0.0
101210,0.055511111111111115,56205.0,0,0.0
101212,0.0,0.0,0,0.0
101215,0.0,0.0,0,0.0
101216,0.23300321304347826,2256842.34,30256,0.999702538339503
101221,0.6016513587301587,2851722.81,0,0.0
101225,0.4068364113756614,759849.75,0,0.0
101231,0.8817617466666667,11384704.665000001,28,1.0
101232,0.23555849712643678,3530248.29,31554,1.0
101236,0.10758009375,1341290.7449999999,0,0.0
101237,0.0,0.0,0,0.0
101247,0.0,0.0,0,0.0
101249,0.6435693676470589,7674737.175,0,0.0
101266,0.0,0.0,0,0.0
101268,0.3908578333333333,746915.49,0,0.0
101269,0.39345587692307693,921398.355,0,0.0
101271,0.14800087826086958,749235.1950000001,0,0.0
101274,0.0,0.0,0,0.0
101284,0.0,0.0,0,0.0
101288,0.9444996875,444191.53500000003,0,0.0
101289,0.0,0.0,0,0.0
101292,0.5833949411764706,2367816.12,524,1.0
101295,0.0,0.0,0,0.0
101297,0.0,0.0,0,0.0
101298,0.25470471631205677,3090291.57,5,0.0
101300,0.8497301333333332,1106549.415,0,0.0
101302,0.0,0.0,0,0.0
101305,0.0,0.0,0,0.0
101307,0.41728543055555556,2561118.345,4,0.0
101312,0.031962171875,444164.13,0,0.0
101313,0.5608691473684211,4680055.35,0,0.0
101318,0.0,0.0,0,0.0
101321,0.30233351785714285,3636087.84,1,0.0
101322,0.7012303909465021,4383073.395,0,0.0
101323,0.595711587368421,9400729.725,21,0.0
101324,0.0,0.0,0,0.0
101327,0.0,0.0,0,0.0
101329,0.0,0.0,0,0.0
101337,0.0,0.0,0,0.0
101343,0.3402834431818182,2617226.145,0,0.0
101344,0.39391036176470584,5876690.67,0,0.0
101352,0.0,0.0,0,0.0
101355,0.0,0.0,0,0.0
101371,0.180305,60850.125,0,0.0
101373,0.02355769805194806,314964.0,0,0.0
101379,0.41065269795186893,10727293.68,2,0.0
101381,0.9447384920634921,4081539.33,0,0.0
101384,1.0026770833333334,2071903.005,0,0.0
101385,0.0,0.0,0,0.0
101389,0.30987666825396826,1376002.44,0,0.0
101390,0.277723053125,3794080.23,9,0.0
101394,0.0,0.0,0,0.0
101399,0.696994921388889,10633064.625,0,0.0
101403,0.061350107159791376,924760.485,0,0.0
101405,0.746445703125,12441503.115,1,1.0
101406,0.0,0.0,0,0.0
101407,0.24865356696428573,2395615.095,0,0.0
101417,0.654244282051282,4363843.14,28,1.0
101423,0.26916215972222224,3343985.235,0,0.0
101427,0.9477734285714287,556289.55,0,0.0
101430,0.26277169270833334,2197351.35,8,0.0
101432,0.0,0.0,0,0.0
101433,0.2592578907692308,1691308.035,0,0.0
101439,0.19193109677419357,1942321.77,0,0.0
101440,1.040021105263158,4186519.1550000003,0,0.0
101445,0.0,0.0,0,0.0
101447,0.3224330322580645,627272.0549999999,0,0.0
101448,0.10812171111111112,247129.2,0,0.0
101449,0.0942078298611111,1180371.105,644,0.9968944099378882
101455,0.33256196568627455,1729697.67,0,0.0
101456,0.0,0.0,0,0.0
101461,0.8093297395833333,13350483.27,0,0.0
101464,0.6445908921052631,10479621.42,0,0.0
101465,0.7343107987616099,10408486.275,0,0.0
101467,0.0,0.0,0,0.0
101469,0.2897016571428571,324386.82,0,0.0
101470,0.6517024,5933711.655,13,0.0
101477,0.6266713025641025,2656767.465,0,0.0
101478,0.6841757352941177,3049928.145,0,0.0
101483,9.999999999999999e-05,0.0,0,0.0
101485,0.7332630571428572,2217617.055,0,0.0
101488,0.047215240625,664672.095,0,0.0
101489,0.5561765,332354.16,0,0.0
101490,0.37444281626794257,1654112.655,0,0.0
101491,0.22150817540106948,1699971.21,0,0.0
101499,0.0,0.0,0,0.0
101500,0.2948358717948718,2950222.86,93,1.0
101501,0.0,0.0,0,0.0
101505,0.87972925,992470.4550000001,7,1.0
101520,0.9133355000000001,1892348.325,0,0.0
101524,0.22769192361111112,5487890.4,10,0.0
101525,0.0,0.0,0,0.0
101526,0.6188686,121627.08,0,0.0
101527,0.0,0.0,0,0.0
101531,0.8422324333333334,704889.225,0,0.0
101532,0.1511265294117647,2248228.8,0,0.0
101534,0.3730737880434783,5902156.035,1,0.0
101535,0.32118584288194446,7463237.49,1,0.0
101536,0.0,0.0,0,0.0
101541,0.0,0.0,0,0.0
101545,0.3927648125,3225840.795,0,0.0
101546,0.0,0.0,0,0.0
101549,0.951906674357284,12767032.44,20,0.6
101556,0.30682132616487456,1814038.335,7,0.14285714285714285
101557,0.170905375,117444.6,0,0.0
101558,0.0,0.0,0,0.0
101561,0.0,0.0,0,0.0
101563,0.0,0.0,0,0.0
101571,0.0,0.0,0,0.0
101576,0.0,0.0,0,0.0
101577,0.2753689714285714,253830.465,8,0.0
101579,0.0,0.0,0,0.0
101583,0.014531763888888887,177162.435,0,0.0
101587,0.8419298571428572,8914259.205,0,0.0
101590,0.0,0.0,0,0.0
101591,0.7355441388888888,2280003.66,0,0.0
101596,0.0,0.0,0,0.0
101597,0.0,0.0,0,0.0
101601,0.0,0.0,0,0.0
101602,0.9531601999999999,841058.55,0,0.0
101605,0.0,0.0,0,0.0
101611,0.050127201388888896,311473.35,0,0.0
101614,0.20064145526315788,3282742.35,0,0.0
101616,0.0,0.0,0,0.0
101618,0.0,0.0,0,0.0
101620,0.0,0.0,0,0.0
101622,0.0,0.0,0,0.0
101626,0.00012121212121212121,0.0,0,0.0
101628,0.0,0.0,0,0.0
101629,0.47746594852941177,5635253.654999999,0,0.0
101634,0.0,0.0,0,0.0
101635,0.006033047619047619,67263.16500000001,8848,0.9979656419529838
101639,0.0,0.0,0,0.0
101649,0.045852569288389516,527506.29,0,0.0
101652,0.7860889933333334,5128387.56,0,0.0
101653,0.0,0.0,0,0.0
101658,0.0,0.0,0,0.0
101660,0.6311589416666668,3227165.235,0,0.0
101668,0.10798066842105264,875254.365,1,0.0
101669,0.0,0.0,0,0.0
101671,0.22170016666666667,345911.67000000004,0,0.0
101675,0.0,0.0,0,0.0
101678,0.0890307048611111,1103177.655,0,0.0
101682,0.0031095625000000003,2238.885,0,0.0
101683,1.0223363333333333,479041.69500000007,0,0.0
101686,0.9362223939393939,1355281.335,0,0.0
101687,0.5920593186813187,2365765.92,0,0.0
101695,0.0,0.0,0,0.0
101698,0.002762303921568627,0.0,1,1.0
101699,0.11115194871794871,148662.81,0,0.0
101703,0.0,0.0,0,0.0
101706,0.25762532608695654,1515339.225,27503,1.0
101714,0.4900096888888889,493716.06,0,0.0
101715,0.11907232352941177,486450.0,16,1.0
101716,0.8080950769230769,1365234.975,0,0.0
101718,0.8295523275000001,14161835.925,0,0.0
101721,0.888102895,7662557.295,18,0.0
101725,0.1908471911764706,2861581.41,0,0.0
101734,0.0,0.0,0,0.0
101740,0.004174975206611571,0.0,0,0.0
101744,0.4902724691729324,6967844.82,13,0.0
101748,0.5837271797619048,6784551.585,18,0.0
101749,0.0,0.0,0,0.0
101751,0.09795036363636363,137247.255,0,0.0
101755,0.0,0.0,0,0.0
101757,0.5914058974358974,996692.175,0,0.0
101761,0.21065987969924813,3024817.47,0,0.0
101763,0.34496666666666664,45000.0,0,0.0
101765,0.2616796,176633.73,0,0.0
101770,0.0,0.0,0,0.0
101773,0.3720957052631579,3021226.155,3,0.0
101776,0.0,0.0,0,0.0
101777,0.0,0.0,0,0.0
101779,0.0016608499999999997,20480.13,0,0.0
101780,0.4124870666666667,532477.8,0,0.0
101782,0.7170789642857143,551251.125,0,0.0
101788,0.3639369126984127,2021224.5,0,0.0
101789,0.04901965591397849,495267.255,0,0.0
101790,0.0,0.0,0,0.0
101791,0.0,0.0,0,0.0
101792,0.3464485,183769.56,0,0.0
101811,0.0,0.0,0,0.0
101813,0.4347987553763441,6902844.975000001,100,0.96
101815,0.8805183409090909,1667294.505,0,0.0
101816,0.11285963636363636,316515.645,0,0.0
101818,0.0,0.0,0,0.0
101827,0.0,0.0,0,0.0
101828,0.10376741944444444,741467.025,9,0.0
101831,0.6812376666666666,434183.445,0,0.0
101836,0.0,0.0,0,0.0
101838,0.18057425454545453,330203.115,0,0.0
101840,0.0,0.0,0,0.0
101841,0.0,0.0,0,0.0
101842,0.06772253472222223,844862.58,7,0.7142857142857143
101848,0.35845127857142856,2172771.36,0,0.0
101852,0.0,0.0,0,0.0
101854,0.0,0.0,0,0.0
101855,0.0,0.0,0,0.0
101856,0.9059249345238095,13273026.255,14,0.5
101860,0.0,0.0,0,0.0
101866,0.8502919142857143,10344223.485,0,0.0
101868,0.23136667142857142,1419482.925,0,0.0
101870,0.0,0.0,0,0.0
101873,0.9361595578947368,7557519.735,11,0.0
101879,0.40625056296296297,9309291.795,2,0.0
101880,0.31412248,4150841.22,0,0.0
101893,0.0,0.0,0,0.0
101895,0.03080069230769231,158596.11000000002,28,1.0
101898,0.48807363368421053,5025101.085,0,0.0
101912,0.30135946315789475,3671326.845,42,0.0
101913,0.0,0.0,0,0.0
101915,0.3729608913857678,4319372.79,0,0.0
101918,0.18915115789473685,1148519.835,26306,0.9998099292936973
101921,0.0,0.0,0,0.0
101922,0.0,0.0,0,0.0
101932,0.005042468253968254,56909.79,0,0.0
101937,0.9929797718045112,11935266.615,0,0.0
101948,0.7317874777777778,2048451.3,28,1.0
101949,0.32599270266963287,1953182.475,7,0.0
101955,0.27759215238095236,2514368.88,0,0.0
101956,0.8320514242424242,1170336.51,0,0.0
101959,0.686803704,3737738.4299999997,0,0.0
101960,0.3125390462962963,1445253.165,0,0.0
101961,0.012154307692307693,7110.27,0,0.0
101962,0.06345592631578947,784132.605,0,0.0
101964,0.22889396999999997,2019095.37,0,0.0
101981,0.15575041975308643,1864161.945,4,0.0
101985,0.3046974558823529,3590583.5700000003,0,0.0
101988,0.0,0.0,0,0.0
101989,0.079473,93467.205,8,0.0
101991,0.0,0.0,0,0.0
101994,0.5979632467105263,7808895.09,29,0.10344827586206896
102004,0.39571085119047616,5733644.4,10,0.0
102006,0.0,0.0,0,0.0
102007,0.00977411612903226,67371.885,0,0.0
102012,0.03716338235294118,169721.28,0,0.0
102016,0.0,0.0,0,0.0
102017,0.4551642213541667,7534045.71,10,0.0
102019,0.0,0.0,0,0.0
102021,0.6417764844771242,5913458.955,0,0.0
102029,0.24215569393939393,3478539.06,0,0.0
102030,0.4765548785714286,4144014.315,0,0.0
102031,0.92050586,5934087.945,0,0.0
102032,0.0,0.0,0,0.0
102042,0.0,0.0,0,0.0
102043,0.6890529076086956,5497447.05,0,0.0
102044,0.3613055416666667,1459905.255,46,0.6956521739130435
102048,0.27968998734177214,1897324.695,2,0.0
102049,0.0,0.0,0,0.0
102055,0.4429013543859649,2694458.025,0,0.0
102061,0.0,0.0,0,0.0
102067,0.6670652063492063,1822453.425,0,0.0
102068,0.9741136952380952,4406527.62,0,0.0
102071,0.0,0.0,0,0.0
102082,0.47186977368421057,7776977.3100000005,0,0.0
102095,0.0,0.0,0,0.0
102098,0.03163061805555555,175558.815,3,0.0
102099,0.0,0.0,0,0.0
102101,0.9393521428571429,2264955.84,0,0.0
102107,0.0,0.0,0,0.0
102108,1.0000802222222223,1557354.915,0,0.0
102110,0.14581891304347827,868493.16,1,0.0
102111,0.41536652499999993,7166744.145,0,0.0
102115,0.0,0.0,0,0.0
102118,0.0,0.0,0,0.0
102125,0.0,0.0,0,0.0
102130,0.4242282,745864.6950000001,0,0.0
102133,0.44146460344827587,1044290.97,12,0.0
102135,0.9339938583591332,13132382.805,0,0.0
102137,0.5938238558558558,2477074.005,0,0.0
102138,0.20589971875,3399395.2199999997,1,0.0
102139,0.4697208424603175,6164548.5600000005,61,0.26229508196721313
102143,0.0302701875,65383.604999999996,0,0.0
102147,0.0,0.0,0,0.0
102148,0.17957191923076923,1170139.32,0,0.0
102149,0.14345798039215688,319469.08499999996,0,0.0
